"TICKER","EMPRESA","SECTOR","INTANGIBLES","SWITCHING_COSTS","NETWORK_EFFECT","COST_ADVANTAGE","SUBTIPO_MOAT","MOAT_RATING","DURABILIDAD_ANOS","MOAT_TREND","RIESGO_EROSION","EVIDENCIA_1","EVIDENCIA_2","ROCE_MEDIANA","TEST_CUANTITATIVO","JUSTIFICACION_FINANCIERA","CONFIANZA"
"ELIX","Elixirr International","Servicios a empresas","1","1","0","0","Sin foso (consultoria sin subtipo estructural)","None","n/a","n/a","n/a (None)","Consultoria con barreras de entrada bajas (miles de firmas), dependencia de talento que puede marcharse","Modelo senior-led no piramidal y equity de consultores (84%) = ventaja de EJECUCION/CULTURA = falso foso nº3 - stickiness de cliente debil (cross-sell 25% no es lock-in estructural)","23,3%","Aprobado numericamente pero foso rechazado en PASO 3","Mediana ROCE 23,3% (2024-28) SUPERA el filtro, pero PASO 3 manda: sin subtipo estructural las ventajas son ejecucion + direccion (falsos fosos nº3/nº4) + stickiness debil → None. Sin penalizacion por tamaño (§2.9)","Media"
"DPM","Dundee Precious Metals","Materiales industriales","0","0","0","1","Sin foso durable (minera de oro, ventaja de coste no estructural)","None","n/a","n/a","n/a (None) - se verifico AISC vs cost curve, subiendo","Commodity producer: el margen EBIT ~50% es ARTEFACTO del precio del oro (falso foso, cf. etanol 2006)","Cost position decente (Chelopech, futuro Coka Rakita $644) pero NO durable a nivel compañia: AISC SUBIENDO por encima de guia y Ada Tepe se agota en 2026","~50% margen EBIT (n/c limpio)","Aprobado numericamente pero foso rechazado en PASO 3","Commodity producer. El margen EBIT ~50% es artefacto del precio del oro. La ventaja de coste no es durable a nivel compañia (AISC $1.011-1.244 vs guia $780-900, Ada Tepe agotandose) → el KPI de coste se deteriora. Prior §2.8 Materiales (Wide 3%). None","Media"
"NWL","NewPrinces (Newlat)","Bienes de consumo","1","0","0","1","Sin foso (roll-up de food manufacturing, ventaja = M&A/ejecucion)","None","n/a","n/a","n/a (None)","Marcas debiles + private label (sin pricing power, margen fino)","Escala por M&A pero margen EBIT colapsando 7%→0,6%, analistas proyectan margen 9,6%→2,6% en 3 años","n/c (margen EBIT ~1-4%)","Foso rechazado en PASO 3","Roll-up de food manufacturing (familia Mastrolia). La ventaja es el track record de M&A + founder-operators (falso foso nº4) + escala/ejecucion (nº3) + private label sin pricing power. Sin mecanismo estructural. Misma logica que TEQ. None","Media"
"ALWEC","We.Connect","Hardware","0","0","0","1","Sin foso (distribucion/ensamblaje de hardware IT commodity)","None","n/a","n/a","n/a (None)","Distribucion de hardware IT commodity (PCs, perifericos, accesorios) via supermercados/resellers - sin pricing power","ROCE ~20% pero por distribucion asset-light (alta rotacion/bajo capital), no por barrera - resellers multi-source (switching~0)","20,7%","Aprobado numericamente pero foso rechazado en PASO 3","Distribuidor/ensamblador frances de hardware IT. ROCE 20,7% pasa PASO 1 pero PASO 3 NO halla mecanismo: retornos por distribucion asset-light + ejecucion (falso foso nº3), no por barrera - margen 3-4% sin pricing power, crecimiento = volumen. Patron ELIX. None","Media"
"ETC","Energy Solar Tech","Servicios publicos","0","1","0","0","Sin foso durable (servicios solares/PPA, joven y competitivo)","None","n/a","n/a","n/a (None)","Modelo de outsourcing energetico/PPA da alguna adherencia contractual (B4) pero SIN track record de renovacion","Sin escala ni ventaja proprietaria vs otros proveedores de PPA solar - ROCE marginal, ROE <9%","10,0%","Marginal (borde 10%) - foso no identificado en PASO 3","Compañia joven (2020, IPO 2022) de servicios solares en un mercado renovable competitivo y commoditizado. ROCE mediana 10,0% (borde), ROE 5,6-8,6%, margenes finos, market cap -37% desde 2022. El modelo PPA no esta probado ni hay ventaja estructural. None","Baja"
"AER","AerCap","Servicios financieros","0","0","0","1","Sin foso (leasing de aviones, negocio de spread/financiacion)","None","n/a","n/a","n/a (None - falla PASO 1)","Leasing de aviones = provision de capital commoditizada - la escala mejora el coste de fondeo pero no crea barrera (rivales acceden al mismo capital)","ROCE 7,8% (<10%) y ROE 14% (<15%) - falla el filtro cuantitativo","7,8% (ROE 14%)","Fallido (ROCE <10% y ROE <15%)","Falla PASO 1 (ROCE 7,8% <10%, ROE 14% <15%). Leasing de aviones es negocio de spread (coste de capital vs lease rate), sin foso durable. Prior §2.8 (prestamistas especializados: dificultad estructural). None","Alta"
"CTRE","CareTrust REIT","Servicios financieros","0","0","0","0","Sin foso (REIT triple-net sanitario, negocio de spread)","None","n/a","n/a","n/a (None - falla PASO 1)","REIT = negocio de spread (coste de capital vs cap rate), sin barrera estructural","ROCE 8,9% (<10%) y ROE 8,9% (<15%) - falla el filtro cuantitativo","8,9% (ROE 8,9%)","Fallido (ROCE <10% y ROE <15%)","Falla PASO 1 (ROCE 8,9% <10%, ROE 8,9% <15%). REIT triple-net de skilled-nursing = negocio de spread. Prior §2.8 (REITs: dificultad estructural). None","Alta"
"AAPL","Apple","Hardware (n/d)","n/d","n/d","n/d","n/d","No evaluado","No evaluado","n/d","n/d","n/d","n/d","n/d","n/d","No evaluado","Ausente del universo_master.csv indexado tras 4 busquedas dirigidas (project_knowledge_search con variantes). Sin ROCE ni fundamentales no se puede aplicar PASO 1. No evaluado (distinto de None): juicio sobre la disponibilidad del dato, NO sobre el foso. Añadir la fila de AAPL al CSV para evaluar","n/d"
"ORCL","Oracle","Software (n/d)","n/d","n/d","n/d","n/d","No evaluado","No evaluado","n/d","n/d","n/d","n/d","n/d","n/d","No evaluado","Ausente del universo_master.csv indexado tras 4 busquedas dirigidas. Sin fundamentales no se puede aplicar PASO 1. No evaluado (distinto de None). Añadir la fila de ORCL al CSV para evaluar","n/d"
"HY9","n/d (no identificado)","n/d","n/d","n/d","n/d","n/d","No evaluado","No evaluado","n/d","n/d","n/d","n/d","n/d","n/d","No evaluado","Ausente del universo_master.csv indexado tras 4 busquedas dirigidas. Ticker sin resolver. No evaluado (distinto de None). Verificar el ticker y añadir la fila al CSV","n/d"
"TOA.WA","Toya (Varsovia)","n/d","n/d","n/d","n/d","n/d","No evaluado","No evaluado","n/d","n/d","n/d","n/d","n/d","n/d","No evaluado","Ausente del universo_master.csv indexado tras 4 busquedas dirigidas. Sin fundamentales no se puede aplicar PASO 1. No evaluado (distinto de None). Añadir la fila al CSV para evaluar","n/d"
"SNT","Synektik","Servicios sanitarios","1","2","0","1","B1 Base instalada/recurrente + D4c Dominio de nicho regional (exclusiva da Vinci)","Narrow","10-20 años","Widening","Riesgo a vigilar (no activo, Rama B): dependencia de principal unico Intuitive Surgical - si cambia territorios/precios/distribucion o va directo, el foso se debilita aunque la ejecucion siga siendo excelente. La ampliacion de cooperacion (feb 2026) refuerza la relacion pero no prueba durabilidad contractual a 10 años","Recurrente sobre base instalada (B1 switching) - 132 sistemas da Vinci bajo servicio exclusivo (Mar 2026), recurring revenue LTM 353,1M PLN (+41% a/a) camino del ~60% de ventas, consumibles/servicio/garantia pegajosos con riesgo de fallo (B3)","Dominio de nicho regional (D4c) - distribuidor autorizado exclusivo de da Vinci en Polonia/Chequia/Eslovaquia, mercado pequeño que no atrae a grandes rivales + exclusividad que impide la entrada, infraestructura de servicio con ingenieros certificados y 500+ medicos formados","~132% (asset-light, distorsion por escision Syn2bio)","Aprobado (ROCE muy superior al umbral, asset-light)","Mediana ROCE muy alta pero asset-light e inflada por la reduccion de equity de la escision Syn2bio (304M PLN) - normalizada pre-escision ~95-100%. Foso B1 recurrente + D4c nicho. Narrow porque el foso es derivado de la relacion con Intuitive (riesgo de principal unico), no estructural, y el prior de servicios sanitarios es adverso (mas foso en productos que en servicios). Recurring revenue e instalada creciendo (KPI familia B) sin señal 2.7 activa = Widening (Rama B)","Media"
"ISRG","Intuitive Surgical","Servicios sanitarios","2","3","1","2","B2/B3 Coste de cambio (reentrenamiento + riesgo en quirofano) + A3 Aprobacion regulatoria + D4b Escala","Wide",">20 años","Widening","Riesgo a vigilar (no activo, Rama B): (1) §2.7-1 la extension de vida util de EndoWrist (H1 2027) es una concesion preventiva de precio - si el ingreso de instrumentos y accesorios por procedimiento cae de forma material seria pricing power cediendo y colapsaria a Narrowing - (2) §2.7-2/4 Hugo (Medtronic, ya con clearance FDA) y Ottava (J&J) erosionan objetivamente el componente A3 de exclusividad aunque las finanzas aun no lo sientan - primera competencia real en 20 años","Coste de cambio B2/B3 sobre base instalada - 11.710 sistemas da Vinci (+12% a/a, Q2 2026), recurrente 85% del ingreso, ciclo de upgrade a da Vinci 5 (246 de 468 colocaciones del trimestre) que profundiza el lock-in en su propia dimension - cirujanos entrenados en el sistema + riesgo intolerable de cambio en quirofano","Aprobacion regulatoria A3 + escala D4b - autorizaciones FDA/CE de obtencion lenta y costosa por procedimiento + mayor base instalada del sector que amortiza I+D sobre mas volumen, con Ion +36% y +21% de instalada como segunda plataforma","35%","Aprobado","Mediana ROCE con goodwill ~35% (2024-28, base non-GAAP), muy superior al umbral §2.4. Foso B2/B3 coste de cambio + A3 regulatorio + D4b escala. Wide canonico (§2.9 ejemplo del propio Dorsey no, pero perfil identico a Precision Castparts: riesgo intolerable de fallo). KPI familia B en maximos (instalada +12%, recurrente 85%, upgrade a dV5) → mecanismo Widening sin señal §2.7 activa = Rama B. NOTA: P&L del modelo en base non-GAAP (excluye SBC ~880-900M/año, ~8% de ventas) - las recompras ~3.000M/año compensan dilucion, no son retorno. Prior servicios sanitarios adverso pero superado por evidencia (mas foso en productos/plataforma que en servicios)","Alta"
